DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,METANO,GNL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2018-08-20,"1.627,86","1.505,12","678,49",,,"1.288,74","878,29","457,03"
2018-08-27,"1.628,98","1.506,86","679,69",,,"1.295,4","885,96","466,47"
2018-09-03,"1.633,66","1.513,18","679,96",,,"1.303,25","889,9","471,37"
2018-09-10,"1.642,55","1.524,47","692,79",,,"1.301,57","888,33","463,15"
2018-09-17,"1.642,69","1.525,41","693,52",,,"1.305,73","888,32","466,72"
2018-09-24,"1.641,8","1.524,91","690,56",,,"1.304,88","888,49","470,03"
2018-10-01,"1.644,2","1.528,4","691,39",,,"1.323,29","900,98","488,63"
2018-10-08,"1.657,58","1.548,39","704,11",,,"1.343,47","931,42","524,95"
2018-10-15,"1.665,05","1.565,52","710,55",,,"1.340,12","919,64","501,28"
2018-10-22,"1.661,21","1.567,14","711,44",,,"1.340,09","917,07","499,81"
2018-10-29,"1.655,7","1.565,31","712,32",,,"1.328,78","908,5","506,31"
2018-11-05,"1.649,26","1.562,23","711,71",,,"1.316,37","901,21",493
2018-11-12,"1.636,86","1.554,38","705,21",,,"1.313,46","895,41","484,17"
2018-11-19,"1.619,37","1.543,8","702,42",,,"1.298,61","884,46","466,78"
2018-11-26,"1.595,69","1.526,55","700,03",,,"1.275,13","869,76","429,68"
2018-12-03,"1.565,3","1.501,48","696,98",,,"1.250,16","862,36","421,2"
2018-12-10,"1.533,5","1.474,67","673,82",,,"1.246,72","859,39","417,04"
2018-12-17,"1.520,36","1.460,96","665,11",,,"1.246,65","850,97","416,82"
2019-01-07,1.486,"1.428,88","658,7",,,"1.264,19","884,44","430,33"
2019-01-14,"1.482,55","1.426,01","657,66",,,"1.269,38","883,33","443,11"
2019-01-21,"1.491,59","1.436,28","656,96",,,"1.282,07","898,38","448,56"
2019-01-28,"1.494,5","1.440,68","656,12",,,"1.288,7","901,38","453,78"
2019-02-04,"1.499,38","1.445,62","655,23",,,1.279,849,"461,56"
2019-02-11,"1.508,24","1.451,68","657,94",,,"1.283,11","866,89","465,56"
2019-02-18,"1.517,76","1.461,93","658,57",,,"1.298,72","870,6","481,33"
2019-02-25,"1.534,68","1.479,85","657,65",,,"1.306,38","870,9","488,88"
2019-03-04,"1.542,33","1.486,87","657,77",,,"1.305,72","872,6",484
2019-03-11,"1.548,72","1.493,17","655,47",,,"1.310,07","877,7","487,25"
2019-03-18,"1.554,03","1.496,38","655,33",,,"1.310,76","861,2","495,44"
2019-03-25,"1.562,82","1.497,19","656,03",,,"1.307,34","859,5","490,22"
2019-04-01,"1.573,56","1.497,71","656,4",,,"1.308,83","859,3","490,78"
2019-04-08,"1.588,6","1.499,16","653,92",,,"1.316,55",862,"496,56"
2019-04-15,"1.604,64","1.505,5","653,24",,,"1.323,76","864,3","496,33"
2019-04-22,"1.615,23","1.511,49","653,74",,,"1.327,79","864,1",495
2019-04-29,"1.625,87","1.519,7","656,03",,,"1.337,46","874,8",511
2019-05-06,"1.627,81","1.519,07","645,01",,,"1.335,26","869,9","504,22"
2019-05-13,"1.625,82","1.518,33","652,32",,,"1.330,75",866,495
2019-05-20,"1.624,17","1.517,75","651,65",,,"1.343,5","874,6","501,89"
2019-05-27,"1.631,14","1.524,63","652,39",,,"1.324,07","858,6","495,22"
2019-06-03,"1.621,9","1.514,36","651,9",,,"1.313,11","854,2","498,22"
2019-06-10,"1.605,95","1.497,42","640,26",,,"1.278,67",824,"485,25"
2019-06-17,"1.595,79","1.486,77","637,45",,,"1.275,79",836,"466,13"
2019-06-24,"1.590,01","1.480,69","635,78",,,"1.282,37","842,9","478,38"
2019-07-01,"1.588,76","1.478,85","635,16",,,"1.287,25","853,2","497,5"
2019-07-08,"1.590,42","1.480,9","624,3",,,"1.291,86","850,5","496,5"
2019-07-15,"1.596,75","1.484,47","620,52",,,"1.310,11","864,4","513,38"
2019-07-22,"1.599,93","1.487,01","620,1",,,"1.300,68","846,9",485
2019-07-29,"1.592,01","1.478,29","618,39",,,"1.303,79","852,4","486,44"
2019-08-05,"1.592,34","1.478,79","613,88",,,"1.304,54","853,4","484,67"
2019-08-12,"1.579,93","1.466,93","606,26",,,"1.290,11","838,5","458,56"
2019-08-19,"1.571,8","1.458,8","609,74",,,"1.290,07","837,1","455,56"
2019-08-26,"1.568,66","1.456,84","607,2",,,"1.294,46","835,9","466,11"
2019-09-02,"1.566,06",1.455,"606,08",,,"1.289,17","824,5","453,57"
2019-09-09,"1.565,19","1.454,98","603,43",,,"1.305,57","839,1","457,22"
2019-09-16,"1.570,5","1.463,15","602,07",,,"1.313,86","848,1","456,89"
2019-09-23,"1.589,68","1.483,09","601,83",,,"1.324,71","864,4","469,78"
2019-09-30,"1.591,92","1.485,67","600,39",,,"1.318,71","861,5","477,22"
2019-10-07,"1.585,51","1.479,13","607,62",,,"1.306,61","860,2","479,33"
2019-10-14,"1.579,07","1.472,95","610,9",,,"1.306,25","860,4","479,89"
2019-10-21,"1.574,44","1.469,94","610,78",,,"1.308,82","859,8","468,11"
2019-10-28,"1.571,89","1.467,93","610,1",,,"1.314,21","865,1","476,78"
2019-11-04,"1.572,41","1.469,23","610,4",,,"1.310,11","859,7","475,78"
2019-11-11,"1.573,73","1.470,29","610,34",,,"1.313,25","865,3",482
2019-11-18,"1.573,81","1.469,99","609,29",,,"1.318,07","863,5","479,44"
2019-11-25,"1.576,5","1.470,24","609,26",,,"1.316,75","866,1","485,22"
2019-12-02,"1.580,78","1.476,32","612,97",,,"1.323,11","866,5","485,33"
2019-12-09,"1.580,43","1.476,08","615,34",,,"1.321,86","875,5","499,89"
2019-12-16,"1.578,01","1.474,37","616,34",,,"1.323,46",879,"510,44"
2020-01-06,"1.590,14","1.489,21","631,76",,,"1.334,18","897,6",539
2020-01-13,"1.593,76","1.493,37","641,89",,,"1.333,43","910,9","574,33"
2020-01-20,"1.587,11","1.488,57","643,87",,,"1.319,68","898,5","553,78"
2020-01-27,"1.587,13","1.482,32","644,01",,,"1.303,61","890,4","534,67"
2020-02-03,"1.570,49","1.468,97","643,65",,,"1.293,93","881,5",514
2020-02-10,"1.554,68","1.450,67","635,9",,,"1.287,14","854,64",488
2020-02-17,"1.547,14","1.441,36","633,76",,,"1.285,82","850,73","495,88"
2020-02-24,"1.545,5","1.439,42","630,99",,,"1.290,36","854,18",496
2020-03-02,"1.540,15","1.432,16","627,91",,,"1.247,64","811,73","445,75"
2020-03-09,"1.522,31","1.414,2","621,1",,,"1.244,21","814,36","443,88"
2020-03-16,"1.496,59","1.389,03","616,6",,,"1.168,86","759,27","371,13"
2020-03-23,"1.477,47","1.368,48","615,6",,,"1.140,57","708,45","322,5"
2020-03-30,"1.456,54","1.347,81","615,94",,,"1.157,18","715,82","302,38"
2020-04-06,"1.436,81","1.328,02","607,32",,,"1.119,11","687,45",287
2020-04-13,"1.422,27","1.315,6","601,65",,,"1.125,61","694,18","304,63"
2020-04-20,"1.411,26","1.306,43","601,23",,,1.092,"679,27","295,13"
2020-04-27,"1.391,61","1.287,06","598,97",,,"1.061,43","616,55","278,75"
2020-05-04,"1.374,28","1.267,15","597,69",,,"1.051,46","635,91","283,13"
2020-05-11,"1.362,01","1.252,79","595,32",,,"1.066,18","643,55","304,75"
2020-05-18,"1.356,75","1.247,39","593,8",,,"1.069,93","671,5","312,63"
2020-05-25,"1.366,77","1.256,37","593,22",,,"1.087,89","698,55","353,44"
2020-06-01,"1.371,48","1.260,85","592,93",,,"1.089,68",698,350
2020-06-08,"1.371,01","1.260,4","593,2",,,"1.102,43","710,45","366,22"
2020-06-15,"1.377,77","1.266,49","593,45",,,"1.092,79","706,27",367
2020-06-22,"1.385,38","1.273,05","593,54",,,"1.110,29","714,36","377,78"
2020-06-29,"1.399,18","1.285,53","594,31",,,"1.112,39","711,18","375,67"
2020-07-06,"1.400,83","1.287,79","593,79",,,"1.125,14","716,18",385
2020-07-13,"1.403,8","1.290,32","594,2",,,"1.125,89","715,91","385,56"
2020-07-20,"1.404,6","1.290,83","594,31",,,"1.127,46","704,55","365,22"
2020-07-27,"1.403,56","1.289,74","594,39",,,"1.127,54","703,09","364,33"
2020-08-03,"1.401,66","1.288,34","594,37",,,"1.118,29","697,45","358,33"
2020-08-10,"1.397,66","1.284,32","593,96",,,"1.120,75","695,73","362,89"
2020-08-17,"1.398,23","1.284,55","594,28",,,"1.119,71","696,82","363,78"
2020-08-24,"1.399,68","1.285,56","595,86",,,"1.115,79","695,09","361,89"
2020-08-31,"1.400,08","1.285,19","594,59",,,"1.110,96","692,73","362,78"
2020-09-07,"1.398,48","1.281,64","593,45",,,"1.099,14","683,82",351
2020-09-14,"1.392,04","1.274,28","593,35",,,"1.086,14","675,18",344
2020-09-21,"1.388,7","1.267,41","592,7",,,"1.090,46","682,45","355,89"
2020-09-28,"1.389,54","1.264,94","592,25",,,"1.084,18","677,64","353,56"
2020-10-05,"1.388,24","1.262,69","591,69",,,"1.087,18",680,"354,11"
2020-10-12,"1.388,63",1.261,"591,76",,,"1.088,75","689,82","368,33"
2020-10-19,"1.389,14","1.260,48","592,35",,,"1.088,93","691,64","369,22"
2020-10-26,"1.387,72","1.258,51","591,89",,,"1.085,36","690,36","367,89"
2020-11-02,"1.383,88","1.254,77","591,55",,,"1.069,79","677,18","354,89"
2020-11-09,"1.378,34","1.248,72","592,46",,,"1.072,5","677,64","364,56"
2020-11-16,"1.385,46","1.255,3","593,49",,,"1.089,29","690,09","380,11"
2020-11-23,"1.393,24","1.264,11","597,05",,,"1.097,21","692,09","379,44"
2020-11-30,"1.403,62","1.275,25","603,39",,,"1.117,96","713,45","392,22"
2020-12-07,"1.409,34","1.283,79","606,51",,,"1.127,64","716,45","393,44"
2020-12-14,"1.412,51","1.288,31","609,59",,,"1.132,86",725,402
2020-12-21,"1.427,58","1.304,31","616,67",,,"1.141,39","733,64","407,44"
2020-12-28,"1.434,07","1.311,79","621,53",,,"1.139,79","729,09","410,89"
2021-01-04,"1.441,5","1.319,04","623,73",,,"1.144,64","728,18","408,22"
2021-01-11,"1.450,07","1.324,98","628,9",,,"1.152,64","742,55","420,33"
2021-01-18,"1.465,98","1.339,45","633,16",,,"1.166,18","759,91",435
2021-01-25,"1.476,16","1.346,45","636,06",,,"1.165,61","772,09","439,11"
2021-02-01,"1.479,99","1.350,56","637,11",,,"1.171,82","767,45","433,11"
2021-02-08,"1.488,9","1.360,65","640,41",,,"1.184,5","784,27","460,22"
2021-02-15,"1.500,43","1.372,94","641,8",,,"1.198,64","792,55","480,44"
2021-02-22,"1.518,55","1.390,91","645,39",,,"1.219,75","799,82","494,11"
2021-03-01,"1.536,58","1.408,45","648,88",,,"1.236,32","805,64","508,44"
2021-03-08,"1.549,65","1.421,19","654,35",,,"1.234,68","808,18","524,11"
2021-03-15,"1.566,15","1.436,07","658,39",,,"1.252,5","810,55","523,56"
2021-03-22,"1.578,77","1.444,98","660,55",,,"1.241,18","795,18","506,22"
2021-03-29,"1.575,35","1.440,3","662,84",,,"1.237,68","787,27","496,56"
2021-04-05,"1.574,22","1.437,14","663,58",,,"1.239,71","790,18","503,44"
2021-04-12,"1.573,52","1.435,18","663,64",,,"1.237,11",789,"497,56"
2021-04-19,"1.574,45","1.435,66","662,85",,,"1.238,82","811,91","510,56"
2021-04-26,"1.577,01","1.437,6","663,19",,,"1.237,71","802,27","502,11"
2021-05-03,"1.578,94","1.438,83","664,88",,,"1.241,39","806,18","505,78"
2021-05-10,"1.587,82","1.447,2","664,72",,,"1.247,32","812,36","508,33"
2021-05-17,"1.593,07","1.452,65","664,85",,,"1.246,96","806,36","500,89"
2021-05-24,"1.592,41","1.451,33","661,72",,,"1.245,82","794,36","490,67"
2021-05-31,"1.590,02","1.447,99","661,5",,,"1.250,21","795,36","494,67"
2021-06-07,"1.599,04","1.457,56","662,42",,,"1.259,39","802,73","508,11"
2021-06-14,"1.605,46","1.464,81","664,21",,,"1.269,11","805,82","510,89"
2021-06-21,"1.614,47","1.474,15","666,55",,,"1.279,07","818,91","522,22"
2021-06-28,"1.624,61","1.485,76","666,76",,,"1.282,14","826,36","530,22"
2021-07-05,"1.634,34","1.494,54","670,41",,,"1.291,46","833,36","540,44"
2021-07-12,"1.649,6","1.507,91","674,05",,,"1.292,71",839,"533,89"
2021-07-19,"1.655,26","1.512,84","683,64",,,"1.298,29","832,18","538,89"
2021-07-26,"1.653,59","1.510,57","685,82",,,"1.293,61","831,27","532,44"
2021-08-02,"1.655,53","1.510,17","685,97",,,"1.297,79",835,"539,78"
2021-08-09,"1.657,41","1.509,98","692,27",,,"1.290,89","824,73",526
2021-08-16,"1.656,16","1.507,75","695,35",,,"1.287,96","825,45","529,89"
2021-08-23,"1.652,39","1.503,43",697,,,"1.277,04","811,91","511,11"
2021-08-30,"1.650,23","1.499,96","696,38",,,"1.290,93","826,09","531,22"
2021-09-06,"1.655,19","1.504,1","701,09",,,"1.297,07",836,"546,67"
2021-09-13,"1.662,09","1.510,06","709,3",,,1.294,"835,82","545,44"
2021-09-20,"1.670,67","1.516,64","710,01",,,"1.308,43","847,27","556,22"
2021-09-27,"1.676,36","1.523,47","712,65",,,"1.327,07","871,73","565,89"
2021-10-04,"1.686,89","1.536,73","717,44",,,"1.356,36","887,27","590,78"
2021-10-11,"1.713,07","1.567,13","783,08",,,"1.375,04","893,82","604,22"
2021-10-18,"1.733,84","1.593,18","817,73",,,"1.403,96","911,18","615,89"
2021-10-25,"1.745,84","1.607,9","825,65",,,"1.406,64","920,73","617,22"
2021-11-01,"1.749,25","1.613,08","830,18",,,"1.406,64","918,09","613,78"
2021-11-08,"1.750,76","1.613,84","832,38",,,"1.396,18","913,18","603,22"
2021-11-15,"1.749,56","1.612,92","833,93",,,"1.406,5","917,36","614,44"
2021-11-22,"1.746,87","1.611,31","835,27",,,"1.398,39","914,27","612,11"
2021-11-29,"1.742,76","1.607,49","835,33",,,"1.402,43","923,91","623,44"
2021-12-06,"1.732,9","1.597,75","829,14",,,"1.367,82","896,09","579,44"
2021-12-13,"1.725,35","1.590,37","822,16",,,"1.384,68","898,36","595,89"
2021-12-20,"1.722,46","1.587,14","819,16",,,"1.388,25","897,64","592,22"
2021-12-27,"1.719,59","1.585,32","819,37",,,"1.394,11","897,91","594,78"
2022-01-03,"1.723,06","1.587,92","818,31",,,"1.393,75","906,45","606,89"
2022-01-10,"1.733,4","1.598,01","819,01",,,"1.422,64","917,27","621,89"
2022-01-17,"1.754,31","1.620,24","817,12",,,"1.436,82",926,"626,89"
2022-01-24,"1.778,64","1.647,14","816,72",,,1.466,"933,09","658,11"
2022-01-31,"1.796,72","1.667,29","817,37",,,"1.479,88","950,18","665,22"
2022-02-07,"1.819,32","1.690,59","817,7",,,"1.500,08","977,09","675,78"
2022-02-14,"1.835,26","1.708,19","816,52",,,"1.508,84","980,55","678,56"
2022-02-21,"1.849,94","1.722,36","816,81",,,"1.515,16","986,36","684,89"
2022-02-28,"1.868,86","1.740,47","817,34",,,"1.564,64",1.020,"725,78"
2022-03-07,"1.953,14","1.829,33","853,55",,,"1.715,92","1.109,36","827,78"
2022-03-14,"2.184,58","2.154,63","870,67",,,"1.820,8","1.168,09","857,67"
2022-03-21,"2.137,19","2.124,56","876,81",,,"1.791,4","1.157,36","782,22"
2022-03-28,"1.870,44","1.857,88","843,54",,,"1.841,88","1.172,27","835,67"
2022-04-04,"1.792,72","1.788,17","829,69",,,"1.758,71","1.156,91","798,44"
2022-04-11,"1.765,36","1.760,56","837,28",,,"1.737,44","1.135,27","765,89"
2022-04-18,"1.757,24","1.750,73","838,93",,,"1.785,76","1.155,91","787,33"
2022-04-25,"1.766,28","1.767,42","840,48",,,"1.792,83","1.160,27",790
2022-05-02,"1.778,28","1.791,12","844,79",,,"1.839,33","1.179,45","804,78"
2022-05-09,"1.808,27","1.830,6","837,75",,,"1.827,79","1.169,09","801,11"
2022-05-16,"1.823,14","1.827,96","834,31",,,"1.808,92","1.168,18","795,89"
2022-05-23,"1.873,11","1.819,95","832,08",,,"1.785,74",1.190,"801,89"
2022-05-30,"1.885,46","1.812,79","830,89",,,"1.819,29","1.205,27","814,56"
2022-06-06,"1.940,54","1.851,52","830,25",,,"1.899,71","1.236,45","838,78"
2022-06-13,"2.014,26","1.935,27","829,79",,,"1.958,48","1.260,27","858,56"
2022-06-20,"2.063,48","2.006,04","829,72",,,"1.991,41","1.270,91","832,44"
2022-06-27,"2.073,98","2.033,83","829,63",,,"2.011,59","1.270,45",806
2022-07-04,"2.065,05","2.022,53","828,89",,,"1.972,42","1.229,36",818
2022-07-11,"2.028,44","1.981,63","826,76",,,"1.958,61","1.262,27","799,44"
2022-07-18,"1.988,71","1.940,89","825,41",,,1.947,"1.200,73","771,44"
2022-07-25,"1.937,48","1.894,46","823,58",,,1.887,1.199,"791,56"
2022-08-01,"1.877,15","1.851,65","820,68",,,"1.884,09","1.210,82","791,67"
2022-08-08,"1.830,6","1.811,28","808,98",,,"1.779,89","1.193,2","763,33"
2022-08-15,"1.770,22","1.756,53","800,4",,,"1.750,94","1.228,27","776,22"
2022-08-22,"1.749,31","1.744,4","805,11",,,"1.793,86","1.212,91","769,33"
2022-08-29,"1.761,48","1.808,69","798,3",,,"1.870,71","1.244,64","801,22"
2022-09-05,"1.746,58","1.838,4","802,29",,,"1.862,35","1.215,2","759,56"
2022-09-12,"1.722,22","1.827,79","802,54",,,"1.825,04","1.195,09","739,67"
2022-09-19,"1.691,49","1.803,09","800,58",,,"1.771,42",1.186,"734,56"
2022-09-26,"1.656,12","1.761,73","799,38",,,"1.789,38","1.189,45","740,22"
2022-10-03,"1.632,81","1.738,33","796,66",,,"1.792,42","1.184,64","738,44"
2022-10-10,"1.659,78","1.788,98","794,86",,,"1.894,96","1.226,45","764,22"
2022-10-17,"1.697,59","1.882,67","793,71",,,"1.911,04","1.233,82","750,89"
2022-10-24,"1.691,24","1.880,08","787,24",,,"1.882,22","1.224,91","736,11"
2022-10-31,"1.677,74","1.865,54","777,79",,,"1.866,61",1.223,"742,11"
2022-11-07,"1.687,73","1.858,56","779,25",,,"1.848,91","1.221,27","745,89"
2022-11-14,"1.709,93","1.852,46","776,94",,,"1.800,17","1.206,73","732,11"
2022-11-21,"1.697,11","1.809,92","771,57",,,"1.742,17","1.163,45","676,22"
2022-11-28,"1.659,8","1.747,93","768,3",,,"1.701,91","1.143,45","657,22"
2022-12-05,"1.689,44","1.764,68","776,46",,,"1.697,75","1.138,27","670,11"
2022-12-12,"1.701,59","1.770,08","784,92",,,"1.606,63","1.097,82","621,67"
2022-12-19,"1.662,96","1.717,14","770,51",,,"1.647,71","1.092,91","625,11"
2022-12-26,"1.625,22","1.689,77","777,6",,,"1.635,42","1.099,18","638,89"
2023-01-01,"1.644,09","1.707,84","783,47",,,"1.652,71","1.104,55","639,89"
2023-01-09,"1.812,01","1.868,13","809,54",,,"1.637,48","1.104,91","632,67"
2023-01-16,"1.813,58","1.863,68","799,71",,,"1.651,57","1.120,82","636,78"
2023-01-23,"1.829,47","1.875,1","797,85",,,"1.674,7","1.129,73","645,22"
2023-01-30,"1.871,31","1.912,32","796,49",,,"1.663,83","1.131,27","655,78"
2023-02-06,"1.872,37","1.897,04","792,57",,,"1.601,04","1.108,64","642,22"
2023-02-13,"1.859,74","1.853,17","800,95",,,"1.571,29","1.114,55","657,67"
2023-02-20,"1.860,01","1.836,58","803,24",,,"1.577,38","1.110,73","658,22"
2023-02-27,"1.856,45","1.821,71","804,54",,,"1.567,58","1.101,55","648,78"
2023-03-06,"1.852,84","1.809,06","802,63",,,"1.586,5","1.111,27","659,56"
2023-03-13,"1.859,93","1.812,58","800,22",,,"1.571,17","1.103,82","651,78"
2023-03-20,"1.855,34","1.801,8","797,97",,,"1.530,96","1.071,09","607,89"
2023-03-27,"1.850,86","1.800,67","795,57",,,"1.519,52","1.074,09","605,78"
2023-04-03,"1.858,14","1.766,77","793,5",,,"1.508,39","1.075,91",617
2023-04-10,"1.875,28","1.767,22","789,06",,,"1.523,36","1.100,5","637,11"
2023-04-17,"1.885,7","1.766,49","783,92",,,"1.517,04","1.090,27","637,33"
2023-04-24,"1.877,95","1.745,61","774,09",,,"1.480,39","1.082,09","629,89"
2023-05-01,"1.857,54","1.710,83","772,03",,,"1.446,26","1.070,64","618,11"
2023-05-08,"1.834,76","1.679,86","768,74",,,"1.415,91","1.050,64","592,44"
2023-05-15,"1.811,6","1.654,14","762,22",,,"1.428,3","1.044,64","597,22"
2023-05-22,"1.807,54","1.650,33","759,1",,,"1.433,91","1.051,27","609,22"
2023-05-29,"1.818,47","1.662,3","756,81",,,"1.429,13","1.052,45","610,78"
2023-06-05,"1.822,23","1.661,44","752,01",,,"1.424,39","1.046,73","602,67"
2023-06-12,"1.831,44","1.668,44","739,83",,,"1.440,61","1.058,36","611,89"
2023-06-19,"1.840,97","1.677,35","734,12",,,"1.449,39","1.068,27","621,11"
2023-06-26,"1.852,43","1.690,32","727,54",,,"1.449,91","1.065,27","618,33"
2023-07-03,"1.846,49","1.685,02","720,16",,,"1.444,7","1.067,64",619
2023-07-10,"1.844,85","1.683,77","715,81",,,"1.454,43",1.069,"623,22"
2023-07-17,"1.859,58","1.703,27","712,28",,,"1.470,09","1.076,73","632,44"
2023-07-24,"1.864,04","1.709,59","709,56",,,"1.480,48","1.076,45","627,89"
2023-07-31,"1.897,95","1.746,1","708,32",,,"1.538,77","1.087,36","658,44"
2023-08-07,"1.929,24","1.796,41","708,49",,,"1.577,59","1.129,18","685,89"
2023-08-14,"1.939,06","1.827,71","709,92",,,"1.604,04","1.151,82","699,56"
2023-08-21,"1.946,16","1.845,34","715,85",,,"1.601,5","1.140,09","691,78"
2023-08-28,"1.947,72","1.847,35","709,16",,,"1.627,3","1.138,36","687,11"
2023-09-04,"1.954,47","1.855,61","707,34",,,"1.625,39","1.138,64",689
2023-09-11,"1.969,59","1.876,7","711,97",,,"1.661,74","1.161,27","705,67"
2023-09-18,"1.997,29","1.924,02","714,83",,,"1.707,61","1.186,18","719,67"
2023-09-25,"2.001,89","1.938,24","715,82",,,"1.711,78","1.189,91","719,78"
2023-10-02,"1.991,58","1.932,12",716,,,"1.708,26","1.189,36","720,22"
2023-10-09,"1.962,69","1.921,63","721,24",,,"1.647,91","1.161,64","677,67"
2023-10-16,"1.918,68","1.897,3","723,24",,,"1.651,57","1.171,45","686,78"
2023-10-23,"1.895,48","1.883,7","724,01",,,"1.662,3","1.182,36","706,89"
2023-10-30,"1.872,85","1.865,34","725,33",,,"1.644,7","1.171,09","689,56"
2023-11-06,"1.854,2","1.847,71","727,8",,,"1.626,3","1.168,45","682,44"
2023-11-13,"1.834,98","1.824,28","725,75",,,"1.572,3","1.123,3","658,22"
2023-11-20,"1.815,68","1.796,53","726,35",,,"1.554,43",1.103,"646,11"
2023-11-27,"1.805,32","1.785,41","724,33",,,"1.565,57","1.104,5",628
2023-12-04,"1.797,06","1.773,4",725,,,"1.546,25","1.108,5","624,09"
2023-12-11,"1.780,08","1.753,7","726,01",,,1.532,"1.080,3","609,36"
2023-12-18,"1.765,91","1.732,08","715,93",,,"1.507,88","1.058,7","609,64"
2023-12-25,"1.764,79","1.725,19","721,23","1.411,6","1.430,45","1.522,96","1.069,1","619,64"
2024-01-01,"1.772,05","1.730,66","726,7","1.408,74","1.430,29","1.516,38","1.059,9","615,64"
2024-01-08,"1.773,66","1.730,54","728,6","1.406,71","1.414,79","1.511,22","1.084,1","614,09"
2024-01-15,"1.768,94","1.724,52","719,65","1.399,52","1.327,05","1.525,42",1.093,"630,91"
2024-01-22,"1.777,8","1.734,14","718,53","1.390,69","1.294,71","1.535,08","1.068,5","624,73"
2024-01-29,"1.811,86","1.766,89","717,43","1.382,21","1.291,81","1.553,08","1.078,8","643,27"
2024-02-05,"1.826,72","1.785,61","718,14","1.377,4","1.287,76","1.569,17","1.101,6",642
2024-02-12,"1.839,98","1.801,49","723,42","1.368,9","1.259,53","1.582,83",1.106,"642,91"
2024-02-19,"1.863,91","1.832,56","724,63","1.356,86","1.221,62","1.593,79","1.112,6","646,91"
2024-02-26,"1.858,97","1.826,36","724,13","1.348,26","1.213,45","1.564,63","1.105,7","654,91"
2024-03-04,"1.851,97","1.812,73","723,45","1.335,62","1.199,69","1.552,79","1.107,9","659,09"
2024-03-11,"1.852,73","1.800,71","721,82","1.324,88","1.172,24","1.547,38","1.104,4","657,27"
2024-03-18,"1.851,39","1.789,97","721,75","1.319,31","1.142,38","1.559,25","1.104,9","658,73"
2024-03-25,"1.877,18","1.800,72","721,51","1.311,86","1.135,83","1.559,04","1.108,5","663,91"
2024-04-01,"1.887,2","1.793,05","723,31","1.306,81","1.132,95","1.542,74","1.112,4","672,64"
2024-04-08,"1.900,79","1.798,77","722,92","1.305,52","1.132,17","1.563,52","1.110,4","667,55"
2024-04-15,"1.913,74","1.806,87","720,96","1.303,43","1.138,43","1.566,13","1.114,1","668,91"
2024-04-22,"1.920,49","1.802,5","720,63","1.300,95","1.129,64","1.539,96","1.107,2","663,27"
2024-04-29,"1.914,59","1.789,87","722,26","1.297,88","1.132,69","1.517,5","1.100,8","665,18"
2024-05-06,"1.912,29","1.775,21","721,83","1.296,67","1.141,14","1.499,59","1.090,7","651,64"
2024-05-13,"1.898,59","1.753,3","720,15","1.305,12","1.171,24","1.497,59","1.082,1","636,09"
2024-05-20,"1.882,89","1.733,26","719,34","1.306,48","1.175,29","1.480,45","1.073,5","626,36"
2024-05-27,"1.873,93","1.722,41","717,82","1.306,74","1.178,02","1.474,09","1.067,3","620,18"
2024-06-03,"1.865,1","1.710,95","716,7","1.303,07","1.174,17","1.470,95","1.073,3","632,27"
2024-06-10,"1.850,71","1.694,99","715,07","1.305,5","1.190,02","1.449,91","1.066,6","627,27"
2024-06-17,"1.844,38","1.694,32","714,73","1.307,06","1.206,92","1.484,14","1.082,3",651
2024-06-24,"1.845,63","1.715,81","712,99","1.307,95","1.207,43","1.496,57","1.100,3","672,09"
2024-07-01,"1.859,74","1.737,52","712,68","1.308,26","1.206,36","1.507,32","1.108,8","685,73"
2024-07-08,"1.871,49","1.751,72","719,49","1.312,17","1.223,74","1.515,41","1.114,4","692,64"
2024-07-15,"1.869,84","1.751,01","723,27","1.313,45","1.238,17","1.488,55","1.084,78","673,27"
2024-07-22,"1.862,18","1.742,43","722,46","1.310,55","1.240,52","1.472,71","1.077,33","662,09"
2024-07-29,"1.851,45","1.730,64","721,39","1.311,33","1.241,24","1.464,14","1.070,33","649,91"
2024-08-05,"1.838,6","1.717,25","720,89","1.307,38","1.241,21","1.457,62","1.062,89","644,64"
2024-08-12,"1.827,97","1.705,2","721,23","1.308,05","1.234,6","1.442,36",1.059,"643,45"
2024-08-19,"1.822,12","1.698,41","729,18","1.316,74","1.233,93","1.441,32","1.062,56","656,45"
2024-08-26,"1.810,97","1.684,24","722,89","1.318,5","1.233,67","1.414,9","1.050,89","641,82"
2024-09-02,"1.795,76","1.668,07","721,2","1.321,83","1.240,67","1.414,41","1.054,22","643,36"
2024-09-09,"1.782,35","1.655,45","721,25","1.326,52","1.270,45","1.390,86","1.040,33","624,09"
2024-09-16,"1.759,44","1.635,68","722,17","1.331,56","1.298,08","1.377,41","1.027,11","607,91"
2024-09-23,"1.742,98","1.622,17","722,27","1.333,07","1.297,17","1.373,36","1.027,11","608,82"
2024-09-30,"1.734,83","1.615,51","722,15","1.334,02","1.297,14","1.371,55","1.024,33","603,64"
2024-10-07,"1.731,41","1.612,36","724,35","1.333,02","1.292,71",1.396,"1.041,78","622,18"
2024-10-14,"1.757,47","1.639,97","726,23","1.333,88","1.281,69","1.422,23","1.058,89","641,45"
