date,benzina,gasolio
2021-06-21,1.61447,1.47415
2021-06-28,1.62461,1.48576
2021-07-05,1.63434,1.49454
2021-07-12,1.6496,1.50791
2021-07-19,1.65526,1.51284
2021-07-26,1.65359,1.51057
2021-08-02,1.65553,1.51017
2021-08-09,1.65741,1.50998
2021-08-16,1.65616,1.50775
2021-08-23,1.65239,1.50343
2021-08-30,1.65023,1.49996
2021-09-06,1.65519,1.5041
2021-09-13,1.66209,1.51006
2021-09-20,1.67067,1.51664
2021-09-27,1.67636,1.52347
2021-10-04,1.68689,1.53673
2021-10-11,1.71307,1.56713
2021-10-18,1.73384,1.59318
2021-10-25,1.74584,1.6079
2021-11-01,1.74925,1.61308
2021-11-08,1.75076,1.61384
2021-11-15,1.74956,1.61292
2021-11-22,1.74687,1.61131
2021-11-29,1.74276,1.60749
2021-12-06,1.7329,1.59775
2021-12-13,1.72535,1.59037
2021-12-20,1.72246,1.58714
2021-12-27,1.71959,1.58532
2022-01-03,1.72306,1.58792
2022-01-10,1.7334,1.59801
2022-01-17,1.75431,1.62024
2022-01-24,1.77864,1.64714
2022-01-31,1.79672,1.66729
2022-02-07,1.81932,1.69059
2022-02-14,1.83526,1.70819
2022-02-21,1.84994,1.72236
2022-02-28,1.86886,1.74047
2022-03-07,1.95314,1.82933
2022-03-14,2.18458,2.15463
2022-03-21,2.13719,2.12456
2022-03-28,1.87044,1.85788
2022-04-04,1.79272,1.78817
2022-04-11,1.76536,1.76056
2022-04-18,1.75724,1.75073
2022-04-25,1.76628,1.76742
2022-05-02,1.77828,1.79112
2022-05-09,1.80827,1.8306
2022-05-16,1.82314,1.82796
2022-05-23,1.87311,1.81995
2022-05-30,1.88546,1.81279
2022-06-06,1.94054,1.85152
2022-06-13,2.01426,1.93527
2022-06-20,2.06348,2.00604
2022-06-27,2.07398,2.03383
2022-07-04,2.06505,2.02253
2022-07-11,2.02844,1.98163
2022-07-18,1.98871,1.94089
2022-07-25,1.93748,1.89446
2022-08-01,1.87715,1.85165
2022-08-08,1.8306,1.81128
2022-08-15,1.77022,1.75653
2022-08-22,1.74931,1.7444
2022-08-29,1.76148,1.80869
2022-09-05,1.74658,1.8384
2022-09-12,1.72222,1.82779
2022-09-19,1.69149,1.80309
2022-09-26,1.65612,1.76173
2022-10-03,1.63281,1.73833
2022-10-10,1.65978,1.78898
2022-10-17,1.69759,1.88267
2022-10-24,1.69124,1.88008
2022-10-31,1.67774,1.86554
2022-11-07,1.68773,1.85856
2022-11-14,1.70993,1.85246
2022-11-21,1.69711,1.80992
2022-11-28,1.6598,1.74793
2022-12-05,1.68944,1.76468
2022-12-12,1.70159,1.77008
2022-12-19,1.66296,1.71714
2022-12-26,1.62522,1.68977
2023-01-01,1.64409,1.70784
2023-01-09,1.81201,1.86813
2023-01-16,1.81358,1.86368
2023-01-23,1.82947,1.8751
2023-01-30,1.87131,1.91232
2023-02-06,1.87237,1.89704
2023-02-13,1.85974,1.85317
2023-02-20,1.86001,1.83658
2023-02-27,1.85645,1.82171
2023-03-06,1.85284,1.80906
2023-03-13,1.85993,1.81258
2023-03-20,1.85534,1.8018
2023-03-27,1.85086,1.80067
2023-04-03,1.85814,1.76677
2023-04-10,1.87528,1.76722
2023-04-17,1.8857,1.76649
2023-04-24,1.87795,1.74561
2023-05-01,1.85754,1.71083
2023-05-08,1.83476,1.67986
2023-05-15,1.8116,1.65414
2023-05-22,1.80754,1.65033
2023-05-29,1.81847,1.6623
2023-06-05,1.82223,1.66144
2023-06-12,1.83144,1.66844
2023-06-19,1.84097,1.67735
2023-06-26,1.85243,1.69032
2023-07-03,1.84649,1.68502
2023-07-10,1.84485,1.68377
2023-07-17,1.85958,1.70327
2023-07-24,1.86404,1.70959
2023-07-31,1.89795,1.7461
2023-08-07,1.92924,1.79641
2023-08-14,1.93906,1.82771
2023-08-21,1.94616,1.84534
2023-08-28,1.94772,1.84735
2023-09-04,1.95447,1.85561
2023-09-11,1.96959,1.8767
2023-09-18,1.99729,1.92402
2023-09-25,2.00189,1.93824
2023-10-02,1.99158,1.93212
2023-10-09,1.96269,1.92163
2023-10-16,1.91868,1.8973
2023-10-23,1.89548,1.8837
2023-10-30,1.87285,1.86534
2023-11-06,1.8542,1.84771
2023-11-13,1.83498,1.82428
2023-11-20,1.81568,1.79653
2023-11-27,1.80532,1.78541
2023-12-04,1.79706,1.7734
2023-12-11,1.78008,1.7537
2023-12-18,1.76591,1.73208
2023-12-25,1.76479,1.72519
2024-01-01,1.77205,1.73066
2024-01-08,1.77366,1.73054
2024-01-15,1.76894,1.72452
2024-01-22,1.7778,1.73414
2024-01-29,1.81186,1.76689
2024-02-05,1.82672,1.78561
2024-02-12,1.83998,1.80149
2024-02-19,1.86391,1.83256
2024-02-26,1.85897,1.82636
2024-03-04,1.85197,1.81273
2024-03-11,1.85273,1.80071
2024-03-18,1.85139,1.78997
2024-03-25,1.87718,1.80072
2024-04-01,1.8872,1.79305
2024-04-08,1.90079,1.79877
2024-04-15,1.91374,1.80687
2024-04-22,1.92049,1.8025
2024-04-29,1.91459,1.78987
2024-05-06,1.91229,1.77521
2024-05-13,1.89859,1.7533
2024-05-20,1.88289,1.73326
2024-05-27,1.87393,1.72241
2024-06-03,1.8651,1.71095
2024-06-10,1.85071,1.69499
2024-06-17,1.84438,1.69432
2024-06-24,1.84563,1.71581
2024-07-01,1.85974,1.73752
2024-07-08,1.87149,1.75172
2024-07-15,1.86984,1.75101
2024-07-22,1.86218,1.74243
2024-07-29,1.85145,1.73064
2024-08-05,1.8386,1.71725
2024-08-12,1.82797,1.7052
2024-08-19,1.82212,1.69841
2024-08-26,1.81097,1.68424
2024-09-02,1.79576,1.66807
2024-09-09,1.78235,1.65545
2024-09-16,1.75944,1.63568
2024-09-23,1.74298,1.62217
2024-09-30,1.73483,1.61551
2024-10-07,1.73141,1.61236
2024-10-14,1.75747,1.63997
2024-10-21,1.76534,1.6453
2024-10-28,1.7621,1.63545
2024-11-04,1.75648,1.63193
2024-11-11,1.75636,1.63533
2024-11-18,1.75391,1.63442
2024-11-25,1.75814,1.64888
2024-12-02,1.76367,1.66154
2024-12-09,1.75709,1.65542
2024-12-16,1.75038,1.6478
2024-12-23,1.7546,1.65328
2024-12-30,1.75673,1.65603
2025-01-06,1.77259,1.67186
2025-01-13,1.7931,1.69243
2025-01-20,1.82306,1.7269
2025-01-27,1.83125,1.73948
2025-02-03,1.82349,1.73036
2025-02-10,1.82088,1.72408
2025-02-17,1.82464,1.72734
2025-02-24,1.82363,1.72695
2025-03-03,1.81614,1.71908
2025-03-10,1.80183,1.70375
2025-03-17,1.78214,1.68335
2025-03-24,1.76714,1.66689
2025-03-31,1.76176,1.65951
2025-04-07,1.7612,1.65717
2025-04-14,1.73873,1.63242
2025-04-21,1.7161,1.60969
2025-04-28,1.70523,1.5988
2025-05-05,1.69676,1.58949
2025-05-12,1.68968,1.57861
2025-05-19,1.69871,1.59115
2025-05-26,1.69783,1.59857
2025-06-02,1.69305,1.59157
2025-06-09,1.68977,1.58558
2025-06-16,1.69655,1.59369
2025-06-23,1.73408,1.64308
2025-06-30,1.74725,1.67591
2025-07-07,1.73347,1.66366
2025-07-14,1.72884,1.66284
2025-07-21,1.72725,1.66372
2025-07-28,1.72058,1.66036
2025-08-04,1.71269,1.64886
2025-08-11,1.70933,1.64144
2025-08-18,1.70128,1.63142
2025-08-25,1.69543,1.62204
2025-09-01,1.69677,1.62247
2025-09-08,1.70535,1.63015
2025-09-15,1.71083,1.63484
2025-09-22,1.71349,1.63835
2025-09-29,1.7117,1.63771
2025-10-06,1.70886,1.63602
2025-10-13,1.69929,1.62543
2025-10-20,1.69031,1.6158
2025-10-27,1.68346,1.60883
2025-11-03,1.69483,1.63228
